Title,Abstract,Subfield,Link,IS_Relevant
Koha enterprise resource planning system and its potential impact on information management organizations,"Purpose The purpose of this paper is to focus on Koha enterprise resource planning system and its potential impact on information management organizations in Kenya against the risks and myths associated with the solution. Design/methodology/approach The study focused on selected scan and analysis of information management organizations using Koha enterprise resource planning system in addition to document or desk review analysis. Expert opinions and ideas of information professionals, especially information systems and information leaders, also provided vital knowledge. Findings Koha enterprise resource planning system as the premier and leading free and open-source software is transforming and integrating information services in knowledge-based organizations. Driving significant forces include economical benefits, global customer base, free use and distribution, technical and online support, compatibility and integration with other technologies and global access to information and organization of knowledge. The study also established that the risks and myths associated with the system such as compatibility and integration with other technological solutions are no longer possible challenges. Koha provides business intelligence and cloud computing solutions over proprietary or commercial systems for managing and supporting information in organizations. Research limitations/implications This study purposively focused on selected information and knowledge management organizations using the Koha free and open-source enterprise resource planning system in addition to expert opinions and ideas of stakeholders in the information industry. Practical implications Koha enterprise resource planning system provides alternative solutions to information organizations already burdened with limited financial resources. In addition, it proves to the entire world that the solution that was developed for rural and small-based information organizations has developed into a leading knowledge enterprise resource planning solution. In information management organizations, Koha enterprise resource planning system is the strategic asset whose growth and use has increased tremendously across the globe. Social implications Potential widespread application and usage of the Koha enterprise resource system that was initially developed for rural and small information organizations is proof enough that the free and open-source software movement can produce best solutions that are economically viable over proprietary systems. Significant impact of the enterprise system across the globe indicates that information management organizations, information professionals and leaders are satisfied with the system. Originality/value In the knowledge-based economy, where technological systems and solutions are fundamental for quality delivery of services to the customers, information professionals must and as always provide the necessary technology, leadership and management qualities. Across the world, Koha free and open-source enterprise resource planning system is increasingly gaining momentum in information management organizations, and Kenyan information professionals are no exception.",ENT,https://www.semanticscholar.org/paper/857c3aca8dc1c93de184f17fd76569253bb3d43e,True
Acceptance of homegrown enterprise resource planning (ERP) systems in Ethiopia,"In the current competitive global market, organizations are implementing information and communication technology (ICT) that could add value to their products, processes, and satisfaction of their users. The adoption, implementation and use of homegrown enterprise resource planning (ERP) systems is one of these mechanisms being globally used for recording, processing, storing, and exchanging organizational information anytime anywhere. Although organizations have been utilizing ERP systems, the acceptance of homegrown ERP systems is given less attention as compared to commercial off-the shelf (COTS) software. Hence, this research studied factors that determine acceptance of homegrown ERP through the extension of unified theory of acceptance and use of technology (UTAUT) model. The finding revealed that performance expectancy, effort expectancy, social influence, competitive advantage, cost effectiveness, and facilitations functions are determinants of homegrown ERP system acceptance in Ethiopia. Moreover, experience and voluntariness are found to be significant moderators of the study.",ENT,https://www.semanticscholar.org/paper/2c5ec2fd82aa3f2390011945c21f67aacb2b6efb,True
Developing business advantages from the technological possibilities of enterprise information systems,"Organizations are increasingly implementing Enterprise Information Systems (EIS), and Enterprise Resource Planning (ERP) systems in particular. Despite the notable studies on the advantages of an EIS, many organizations are not satisfied with the benefits or advantages gained. At the same time, it is assumed that such systems with increasing innovations and technological enhancements would generate abundant business advantages, if organizations exploited these opportunities. The investigation in this work drew on the sociomateriality perspective, using imbrication notion, and focused on a telecomm case study to examine how organizations can exploit the technological possibilities of an EIS to create business benefits. The study findings suggest that business benefits can be achieved when the EIS as a technical system is interwoven with the organizational work in which both dynamically change in practice (not from the technical features of the system), when the system provides interesting and beneficial technological possibilities that attract organizations, and when the firm has the organizational capabilities to translate these possibilities into real business benefits.",ENT,https://www.semanticscholar.org/paper/1ebea3892fe4de5831efc0830b93899449ec765a,True
The Evolution of Enterprise Resource Planning Systems,"Management of organizations needs efficient information systems to improve competitiveness by cost reduction and better logistics. It is universally recognized by large and small to medium-size enterprises (SME) that the capability of providing the right information at the right time brings tremendous rewards to organizations in a global competitive world of complex business practices. ERP (Enterprise Resource Planning) can be defined as a framework for organizing, defining and standardizing the business processes necessary to effectively plan and control an organization so the organization can use its internal knowledge to seek external advantage. This paper presents the growth and success of ERP adoption and development through history. The evolution of ERP systems closely followed the spectacular developments in the field of computer hardware and software systems. There is still a never-ending process on the ERP market, of reengineering and development, bringing new products and solutions. The consolidations continue to occur and the key players continue to build out their products. The next phase of ERP systems will be the merged products.",ENT,https://www.semanticscholar.org/paper/200c430f6363d3035399884a59f790ce30781679,True
"Digital Government Information Platform Construction: Technology, Challenges and Prospects","The construction of digital government information platforms plays a crucial role in modern governance. This paper provides an in-depth exploration of the technology, challenges, and prospects associated with these platforms. Firstly, it analyzes the technological aspects, emphasizing the utilization of advanced technologies such as big data, cloud computing, and artificial intelligence to build efficient and integrated government information systems. The integration of these technologies can significantly enhance the accessibility and usability of public services, contributing to the overall effectiveness of governmental operations. Secondly, it delves into the challenges that accompany the development and implementation of digital government information platforms, including data security, privacy protection, and addressing the digital divide among citizens. Overcoming these challenges is essential to ensure the successful deployment and widespread adoption of digital government platforms. Lastly, the paper discusses the prospects, highlighting the potential for improved public services, enhanced transparency, and more effective decision-making through the utilization of digital government information platforms. By examining the opportunities offered by these platforms, such as increased citizen engagement and streamlined administrative processes, this research contributes to an understanding of their comprehensive impact on governance and public administration.",GOV,https://www.semanticscholar.org/paper/3d161dddd42f4ed2c232735c3fc48902d7702ae0,True
Advancements and forecasts of digital taxation information systems usage and its impact on tax compliance: does trust and awareness make difference?,"Purpose The main purpose of the current study was to develop a new research model in the hope of providing a further understanding of Digital Taxation Information Systems (DTIS) usage and its impact on tax compliance by investigating the mediating role of trust in e-government services (TIE) and the moderating role of awareness (AW) toward these systems. Design/methodology/approach A quantitative research method approach with Partial Least Squares-Structural Equation Modelling (PLS-SEM) was employed to analyze the data collected. Findings The results indicated that DTIS usage is influenced by perceived usefulness (PU), perceived ease of use (PEU), attitude (ATT), knowledge (KN), subjective norm (SN), AW and TIE. Contrary to what is expected, AW does not moderate the association between SN and DTIS usage. Eventually, the results also revealed that TIE has mediated the association between trust in government (TIG) and DTIS usage. Originality/value This study provides thought-provoking empirical pieces of evidence about understanding the situation of DTIS usage and its impact on tax compliance among academic professors in Jordan. Furthermore, the study outcomes and discussion presented will help the Jordanian government improve and comprehensively formulate strategies to increase the tax compliance procedure.",GOV,https://www.semanticscholar.org/paper/78c3c60860a56229e3ad4ccd712bd2607baa80b1,True
Determinants of user satisfaction with financial information systems in the digital transformation era: insights from emerging markets,"Purpose Most of the previous studies agree about the significance of user satisfaction in ensuring the endurance of information systems (ISs). Accordingly, it is crucial to investigate the effect of e-Government systems on individual end-user satisfaction as more and more countries adopt and deploy such Government Financial Management Information Systems (GFMIS) in the era of digital transformation. Because of this, the purpose of this study is to investigate the factors that contribute to the success of GFMIS in Jordan and ultimately the satisfaction of its users. Design/methodology/approach The IS success model developed by DeLone and McLean (2003) serves as the theoretical underpinning for the current research. Adding training quality as a new variable to the proposed model has been found to further increase the satisfaction of GFMIS users. A total of 104 GFMIS users in Jordan provided the data used to verify the model. The partial least squares-structural equation modelling was used to test the hypotheses. Findings The empirical findings indicated that GFMIS user satisfaction is significantly affected by information quality, service quality and perceived usefulness; meanwhile, system quality is only partially supported. The research also showed that the level of satisfaction among Jordanian GFMIS users was related to the quality of training they received. Originality/value This study fills a crucial literature gap by developing a research model that can help improve GFMIS usage towards attaining greater performance amongst government agencies in Jordan.",GOV,https://www.semanticscholar.org/paper/4acba1f7e7bf1732b72c7dc031f0043c6f1cf1a9,True
Legacy Systems Modernisation for Citizen-Centric Digital Government: A Conceptual Model,"Information technology and communication (ICT) plays an important role as a catalyst for organisational development and innovation. However, old information systems that are known as legacy systems often expose organisations to the risk of business failure. These systems are not only impeding the advancement in technology strategy but also hindering the organisations’ business competitiveness. Nevertheless, legacy systems are essential in supporting critical functions in organisations including the public sector and could not be scrapped easily. These systems need to be given a new strength through modernisation to continue providing the best service in line with global trends. Modernisation is a complex task that involves several related aspects. In the context of the public sector, legacy systems involve a complicated information relationship, environment, and culture, while ensuring the citizens are of high priority. The implementation of a digital government represents the transformation of the public service delivery to the citizens that emphasises a citizen-centric design. This study, therefore, aims to address this concern by reviewing the factors involved and suggesting a guideline in the form of a conceptual model to assist in the modernisation of legacy systems for a citizen-centric digital government. Data from the theoretical study were analysed using content analysis. The results show that the legacy systems’ modernisation comprised four main aspects, namely human, process, product, and organisation aspects, with related factors and elements. This model contributes as a reference for the public sector and provides overall guidance in performing legacy systems modernisation.",GOV,https://www.semanticscholar.org/paper/6220994ce3ae6f4cce833d7f466198784004b564,True
"Power, politics, and the institutionalisation of information systems for promoting digital transformation in the public sector: A case of the South African’s government digital transformation journey","The institutionalisation of new technologies, information systems, norms, practices and other innovations for improving governance, planning, operational efficiency and service delivery in the public sector remain a challenge. Power dynamics, and politics have also been recognised as playing a critical role in the institutionalisation of information systems for promoting digital transformation of the public sector. This study used data collected through an extensive review of literature and empirical data from a case study of South Africa’s government digital transformation journey. The study explored power dynamics and the role of politics in the institutionalisation of reforms and deinstitutionalisation of institutionalised practices that constrain transformation in institutions. Power dynamics, and politics in institutions were found to have a significant bearing on the institutionalisation of reforms that include information systems in the digital transformation of government. The study found that the digital transformation of the public is more than the implementation technology and requires the holistic view of institutions as social, economic, and political structures.",GOV,https://www.semanticscholar.org/paper/ba9aa6a7f824e14bb44979c0b11426bb4965fe7a,True
Digital Transformation of Local Government: Design and Development of the Pakuhaji District Community Service Information System Website,"In the era of digital transformation, local governments are increasingly pursuing innovation to improve the quality of public services. This research aims to carry out digital transformation in the government of Pakuhaji District, Tangerang Regency, by designing and building an efficient and responsive public service information system website. Through a systems development approach, this research identifies community needs, evaluates existing service processes, and designs information technology-based solutions. The designed information system covers various aspects of community services, such as submitting correspondence, public service information, and managing population data. The use of web technology enables better accessibility for the public, increases administrative efficiency, and speeds up the handling of service requests. The application of responsive design principles and intuitive interfaces is also a focus in website development to ensure optimal user experience. The research methodology includes a community needs survey, analysis of existing service processes, and development of a website prototype. It is hoped that the results of this research can make a positive contribution to the effectiveness and efficiency of community services in Pakuhaji District, creating a local government that is more responsive and connected to the needs of its citizens. It is hoped that this digital transformation can become the basis for further development in realizing a technology-oriented government for the welfare of society.",GOV,https://www.semanticscholar.org/paper/ea234dad43f74b37cc1d0974eeb0c5dbeabb484d,True
C-suite Leadership of Digital Government,"Despite decades of digitalization in day-to-day government operations and in the governance of the public sector, there is a major research gap in understanding the nature of digital government leadership (DGL) and the diversity in how top managers are leading the digital transition and transformation of government. Based on a structured literature review and in-depth inductive analysis of previous research within the domains of e-government, information systems, and public administration research, this article explores how the C-suite level of government is leading the digitalization. In the article, we propose a definition of DGL and a leadership framework to capture the nexus and direction of leadership. Also, the article proposes distinct leadership roles and actions to forward digital government.",GOV,https://www.semanticscholar.org/paper/f7b93a3b37f162318366e3b69cfc11999aeaacd6,True
Digital Government in Social Sciences Discipline: Mapping Pivotal Features and Proposed Theoretical Model,"The research aimed to describe the trend issues, identify the key features, and propose a theoretical model of digital government. A comprehensive search was used to find eligible articles in the Academic Scopus Database. Further, the quality of the study was assessed during the screening phase, where it met 115 journal-related articles on digital government within the social sciences discipline. Further, this literature was analyzed by NVivo 12 Plus via a hierarchy diagram, cluster analysis, word frequency analysis, and the VOSViwer tool to visualize the data via a network, overlay, and density analysis. The findings revealed a term network formed by digital government and trend issues, resulting in several growing concerns, such as e-government, open government, and technology adoption. Furthermore, key features were reported following proportional analysis, such as systems, development, services, models, information, public, policy, management, and networks. Another point is that a proposed theoretical model has been constructed and selected for future research.",GOV,https://www.semanticscholar.org/paper/abf01ed8394a07c1be6e1a1bdd8626e91fb7044c,True
Factors influencing village information systems adoption in Indonesia: A qualitative study,"Like other developing countries, the Indonesian government is pursuing digital transformation to achieve good governance at the central and micro levels. One of the strategies for achieving digital government transformation at the micro level is implementing village information systems (VIS), information systems that village officials manage. Unfortunately, not all villages in Indonesia are thriving in adopting VIS. Therefore, this study aims to answer an overarching puzzle: Why did some village governments successfully adopt VIS while others failed? Using a case‐study approach to VIS adoption in Gunungkidul Regency, Indonesia, this study fills the gap in the literature from the technological‐organizational–environmental perspective that affects e‐government adoption at the village government level. We found four main factors that influence the success or failure of village information systems adoption: (1) VIS interoperability (technology context), (2) the workload of village officers (organizational context), (3) the role of civil society, and (4) the role of a vendor (environmental context). This research enriches the literature by identifying these four factors within the TOE framework, still rarely present in e‐government adoption studies, especially in the context of village governments in developing countries. This research has practical implications for the successful adoption of VIS as a village government effort to gain data sovereignty.",GOV,https://www.semanticscholar.org/paper/faaa1b2f60c6799868a0fa0f4d238a00d4ddf680,True
Privacy concerns and digital government: exploring citizen willingness to adopt the COVIDSafe app,"ABSTRACT Contact tracing is a key public health intervention during the coronavirus pandemic. While government contact tracing apps (e.g., COVIDSafe) may enforce personal information protection, privacy concerns remain among citizens. To date, few studies have investigated the adoption of contact tracing technology and corresponding citizen information privacy concerns. To address this gap, we propose a research model to explore the impact of individual privacy concerns, trust, and risk perceptions on citizen’s willingness to download a federal contact tracing app. To test the model, we administer a survey to Australian citizens to assess their perceptions of the government’s “COVIDSafe” app. The results of this study indicate that relative advantage, compatibility and trusting beliefs increase adoption intentions. The study provides recommendations for governments tackling COVID-19 and guidance for contact tracing strategies in preparation for future pandemics.",GOV,https://www.semanticscholar.org/paper/ca4106c7a950660d636371ed62a9f8a001424b7c,True
Digital Government and the Circular Economy: Towards an Analytical Framework,"Circular economy is high on the political agenda, with governments at all levels setting ambitious goals to move away from traditional linear production models, where goods are used and disposed as waste, towards a future with less use of virgin raw materials, and where valuable materials at a product end-of-life are returned as raw materials or in an environmentally-friendly way to the biosphere. While circular economy is gaining a lot of attention on a policy level, the role that digital government can play to facilitate the circular economy transition is largely unexplored. We carry out a review of existing literature in the fields of digital government and Information Systems (IS) to identify the roles played by digital government in the circular economy. Based on an analysis of 54 empirical research articles, we identify foci and gaps in relation to the different types of roles played by government (nodality, authority, treasure, and organization), to stages of the Product Life Cycle (pre-use, in-use, and post-use), and to types of digital technology focused on. Based on these findings, we present an analytical framework to guide future research on digital government in relation to the circular economy, and exemplify the use of the framework drawing on examples from circular economy initiatives in the automotive industry.",GOV,https://www.semanticscholar.org/paper/40c646965c3d15ed5804274c3b8f65614bf20dd5,True
Access to Government Information and Inclusive Stewardship of North America’s Archaeological Heritage,": The Digital Index of North American Archaeology (DINAA) gazetteer works to enrich understanding of the human presence on the landscape of North America since the late Pleistocene by connecting hundreds of thousands of archaeological and historical sites to related tribal and other government bodies, museum, library, archive, and scientific datasets, as well as repositories of scientific literature. This chapter explores how open data, if applied appropriately in partnership with tribal authorities and experts, can help serve the interests of Indigenous peoples. Currently, Native American tribes face daunting obstacles in obtaining data documenting ancestral territories. Relevant data are often siloed within opaque and under-resourced government systems. DINAA makes key descriptive information about North America’s rich cultural heritage available for inspection, evaluation, and use by descendant communities, historically marginalized from administrative and political processes. This “open government” focus helps make cultural heritage management more accountable to wider constituencies. Making these data linked and accessible can be part of larger efforts to enable sovereign tribal nations to effectively manage and protect their ancestral cultural heritage.",GOV,https://www.semanticscholar.org/paper/9e3b8a2256ce3882c37467e024f91b70914fdc8d,False
"Open government, civic tech and digital platforms in Latin America: A governance study of Montevideo's urban app ‘Por Mi Barrio’","Digital technologies have a recognised potential to build more efficient, credible, and innovative public institutions in Latin America. Despite progress, digital transformation in Latin American governments remains limited. In this work, we explore a peculiar yet largely understudied opportunity in the region: pursuing digital government transformation as a collaborative process between the government and civil society organisations. To do so, we draw from information systems research on digital government and platforms for development, complemented with governance theory from political science and conduct an interpretive in‐depth case study of an urban reporting platform in Montevideo called ‘Por Mi Barrio’. The study reveals three mutually reinforced orders of governance in the trajectory of the project and explain how the collaboration unfolded over time: (i) a technical decision to use open platform architectures; (ii) the negotiation of formal and informal rules to make the project thrive and (iii) a shared, long‐term ideology around the value of open technologies and technical sovereignty grounded in years of political history. Using a contextual explanation approach, our study helps to improve our understanding on the governance of collaborative digital government platforms in Latin America, with specific contributions to practice.",GOV,https://www.semanticscholar.org/paper/f134746bfe22f6e4331b1b1ec54dacb85cc0f338,True
Trustworthiness of digital government services: deriving a comprehensive theory through interpretive structural modelling,"ABSTRACT Having its origin in public administration, trustworthiness is a significant concept in digital government research, influencing the relationships between citizens and governments. However, the interrelationships between the facets of trustworthiness are given inadequate attention. Therefore, the aim of this research was to develop a theory detailing the factors affecting citizens’ perceptions of e-government trustworthiness. A comprehensive review of public administration and information systems literature highlighted 20 pertinent variables. The interrelationships of these variables were identified and categorized according to their driving and dependence power by employing interpretive structural modelling. The proposed model was then drawn based on the level partitioning of variables and interrelationships of the variables determined using the final reachability matrix. The findings reveal that current conceptualizations of digital government trustworthiness take a too narrow view. The findings can help government policy makers with understanding the interrelated factors associated with trustworthiness in the context of digital government services and implement them in effective strategic planning.",GOV,https://www.semanticscholar.org/paper/287ad475350ca5dea1e567a3da5f3dadebdcfbc9,True
Digital government and geographic information systems,"The focus of this chapter is to examine how government agencies are deploying geographic information systems (GIS) to enhance the delivery of digital government. We will explain how critical technological advances are enabling government agencies to use GIS in web-based applications In addition, we will illustrate the approaches that state and local governments in the United States are taking to deploy GIS for e-government applications using examples from Indianapolis, Indiana, Tucson, Arizona, Washington D. C. and the State of Oregon's Department of Environmental Protection. While these examples greatly improve service delivery performance and enhance public decision-making, we raise the issue that e-government GIS applications may be more broadly deployed in organizations that are better adept at dealing with the managerial and technical issues related to using GIS.",GOV,https://www.semanticscholar.org/paper/56a290ab8a36d4650993b3d6d63f59a5e1b2d618,True
Realizing the Promise: Government Information Systems and the Fourth Generation of Information Technology,"Interoperability is more than “digital plumbing”—making sure that computers talk so that bits of data flow properly. Fundamentally, interoperability is people talking and sharing information. Sharing information reduces the “paperwork burden”on the citizen, streamlines work processes, and enriches the formulation, implementation, and evaluation of policy. Building on prior theory and research, this research has developed empirically derived, practical findings and recommendations to support thedevelopment of appropriate interoperable systems.",GOV,https://www.semanticscholar.org/paper/234e1e67b1c210ee3f5e7d7956b32ad2c0e02ed4,False
Measuring optimization of digital military programs: an innovation of information and communication systems in industrial digitalization 4.0,"This research examines military digital optimization as an information and communication system innovation in the industrial digitalization era 4.0. Advances in information and communication technology especially on the industrial revolution 4.0. The real impact is seen in several aspects of human- life. The industrial revolution 4.0 also provided a change in the government system into good governance. Technological advances also have an impact on the defense system or military system in Indonesia, especially for the Indonesian National Army, especially the (TNI AD) through the use of an e-military application system to facilitate the search for internal information related to TNI personnel. The research method is descriptive qualitative with a sampling technique that is purposive sampling. Kodam IX / Udayana, Denpasar, Bali as a location of this study. Data collection uses a structured interview method to a number of informants who have been willing to engage a number of 13 people.",GOV,https://www.semanticscholar.org/paper/c6395ceb922e01f6b5817f58956c5d1a8658ca32,True
A proposed conceptual success model of citizen-centric digital government in Malaysia,"The emergence of Digital Government throughout the world is reflecting how governments are trying to find innovative digital solutions towards empowering social, economic and political advantage. Effective service delivery to citizens through Information Communication Technology application such as integrated citizen service information systems is a prerequisite to achieve citizen-centric digital government. Measuring success of such systems is a growing concern. However, very few studies have attempted to find success factors using Information Systems theoretical approach in the context of digital government, particularly in Malaysia. Therefore, this study is designed to bridge the gap by identifying such factors and propose a conceptual model. This study addresses success factors from system and personal traits’ perspectives, behavioral intention, satisfaction, trust and citizen empowerment as determinants of digital government success. Keywords: Digital government; e-government; trust; digital services; information systems",GOV,https://www.semanticscholar.org/paper/734458d48055efff614949ae66f3842740f33cca,True
Technological Revolution in the Field: Green Development of Chinese Agriculture Driven by Digital Information Technology (DIT),"According to the Plan for Rural Development of Digital Agriculture (2019–2025) ,accelerated integration of digital technologies and agriculture is crucial to promoting high-quality agriculture in China. The application of DIT in agricultural activities will not only help improve the efficiency of agricultural production, but also promote the green development of agriculture and the achievement of the Dual Carbon Target (DCT). In order to further clarify the comprehensive effects of the application of DIT in agricultural systems and provide routes for government decision-makers to assist in reducing agricultural emissions by DIT, this paper adopts the logical deductive method and starts with the application status to draw out the specific paths of low-carbon transformation in DIT-driven agriculture, while further discussing the potential issues in the process and corresponding solutions. DIT is a double-edged sword. It can promote the green and low-carbon transformation of agriculture by implementing precision operation, environmental monitoring, optimizing carbon emission accounting, and supervising the carbon market. However, at the same time, it may face problems such as unbalanced rural development and excessive financialization of the carbon market. Therefore, we should be optimistic but cautious about the application of DIT in reducing agricultural emissions. We can address potential problems by strengthening government-led investment, broadening channels for capital investment, strengthening skills training for farmers, and enhancing the regulation of trading in carbon sink markets.",GOV,https://www.semanticscholar.org/paper/604b4ad555dbdfa58929580d7fee19f76e1ce847,False
"Interoperability, Trust Based Information Sharing Protocol and Security: Digital Government Key Issues","Improved interoperability between public and private organizations is of key significance to make digital government newest triumphant. Digital Government interoperability, information sharing protocol and security are measured the key issue for achieving a refined stage of digital government. Flawless interoperability is essential to share the information between diverse and merely dispersed organisations in several network environments by using computer based tools. Digital government must ensure security for its information systems, including computers and networks for providing better service to the citizens. Governments around the world are increasingly revolving to information sharing and integration for solving problems in programs and policy areas. Evils of global worry such as syndrome discovery and manage, terror campaign, immigration and border control, prohibited drug trafficking, and more demand information sharing, harmonization and cooperation amid government agencies within a country and across national borders. A number of daunting challenges survive to the progress of an efficient information sharing protocol. A secure and trusted information-sharing protocol is required to enable users to interact and share information easily and perfectly across many diverse networks and databases globally. This article presents (1) literature review of digital government security and interoperability and, (2) key research issue trust based information sharing protocol for seamless interoperability among diverse government organizations or agencies around the world. While trust-based information access is well studied in the literature, presented secure information sharing technologies and protocols cannot offer enough incentives for government agencies to share information amid them without harming their own national interest. To overcome the drawbacks of the exiting technology, an innovative and proficient trust-based security protocol is proposed in this article for sharing of top secret information amid government intelligence agencies globally. The trust protocol intended assures the enhanced interoperability of any modern digital government by sharing secure and updated information among government intelligence agencies to avoid any threatening deeds.",GOV,https://www.semanticscholar.org/paper/efc1232f969b3ac46aac00c1d3c7dd31f592af94,True
An attempt to understand complexity in a government digital transformation project,"Digital transformation projects will become one of the dominating tools for mastering digital transformation in governments. Studies show that such projects are complex undertakings and increasingly difficult to manage. The purpose of the paper is to provide a better understanding of the factors that cause complexity in government digital transformation projects. The authors use an in-depth case study approach to investigate factors of complexity in an ongoing digital transformation project. The results indicate that complexity in this project is rooted in dynamic relationships between multiple dimensions of organization, technologies, and innovation. The authors conclude that when organizational structuring, the introduction of new technology, and efforts to innovate and create added value for citizens and businesses operate in tandem, the pervasive complexity associated with delivering government digital transformation projects becomes increasingly difficult to manage.",GOV,https://www.semanticscholar.org/paper/ca9f71e68d4c153ea6d3a670f871dc331a9f1475,True
Ethical Issues and Citizen Rights in the Era of Digital Government Surveillance,"Government information systems are big business (costing over 1 per cent of GDP a year). They are critical to all aspects of public policy and governmental operations. Governments spend billions on them for instance, the UK alone commits £14 billion a year to public sector IT operations. Yet governments do not generally develop or run their own systems, instead relying on private sector computer services providers to run large, long-run contracts to provide IT. Some of the biggest companies in the world (IBM, EDS, Lockheed Martin, etc) have made this a core market. The book shows how governments in some countries (the USA, Canada and Netherlands) have maintained much more effective policies than others (in the UK, Japan and Australia). It shows how public managers need to retain and develop their own IT expertise and to carefully maintain well-contested markets if they are to deliver value for money in their dealings with the very powerful global IT industry. This book describes how a critical aspect of the modern state is managed, or in some cases mismanaged. It will be vital reading for public managers, IT professionals, and business executives alike, as well as for students of modern government, business, and information studies.... Download ebook, read file pdf IT Corporations, the State, and e-Government",GOV,https://www.semanticscholar.org/paper/10c5d33ac31d7316ee0d8b140bfe7b2f10204263,True
How does digital payment transform society as a cashless society? An empirical study in the developing economy,"Purpose After analyzing these uncountable benefits of digital or cashless payment, many European countries like Sweden, Finland and Canada has been trying to convert their payment system into cashless. Following these developed countries, the Bangladesh Government has taken a decision to transfer society as a cashless society by using information technologies for adopting the fourth industrial revolution over the world. Digital payment system is among the various options available for transforming a cashless society. First, this empirical study presents demographic information and digital payment characteristics on the basis of income levels. This study identifies influential factors of adopting digital payment systems. Finally, this study aims to justify how digital payments transform the Bangladeshi economy into a cashless society in developing countries. Design/methodology/approach The study was administered to a sample of 1,000 Bangladeshi customers who had engaged in online banking transactions for the purpose of acquiring items and services through both social media platforms in Google Form format and face-to-face interactions in hard copy format. Among these, 647 questions were deemed usable and were used for data analysis, where the response rate was 68%. The SmartPLS is used to create and validate the structural equation modeling model presented for the research, as well as to evaluate the hypothesized correlations between the different constructs. Findings This cross-sectional study conducted the extended technology acceptance model (TAM) with perceived security (PS) and personal innovation (PI) variables to identify the influencing adoption factors of digital payment systems. This study finds that perceived ease of use, PI and perceived usefulness have a favorable impact on individuals’ attitudes toward adopting digital payment methods (DPMs). The study also indicated that PS did not influence negatively the adoption of digital payment system. Besides this, the adoption of digital payment will help to transform society into a cashless society in the future. Research limitations/implications Increasingly prevalent across the nation. Several variables are required to facilitate the transition toward a cashless society. This study exclusively focuses on DPMs. Additionally, the data has been obtained exclusively from a single urban area. The adoption of DPMs has become increasingly prevalent across the nation. Practical implications This study would help policymakers, marketers and bankers understand which factors affect digital payment infrastructure expansion. So, they can produce digital payment apps that are compatible with different devices, have fast transactions, are user-friendly, easy to use and highly secure to maintain good attitudes toward digital payment systems. Social implications Few studies have examined how DPMs affect cashless societies in developing countries like Bangladesh. According to researchers, to the best of the authors’ knowledge, this is the first study to explore how digital payments affect cashless society in Bangladesh and raise awareness about it. Originality/value The study extended the TAM model to PS and PI. This paper is also unique in the conceptual arguments and the subject theme of the research area.",GOV,https://www.semanticscholar.org/paper/263e5f66c28d6301053f90a0b50466e8e2b038fe,True
E-government and digital transformation in Libyan local authorities,"This article reports on e-government in local authorities in Libya, and discusses the issues involved in digital transformation. The study builds upon existing models and frameworks to establish a technology-organisation-process (TOP) maturity model for assessing e-government status in three case studies in Libya, which reveal major problems in adopting e-government in Libya. The current technology deployment remains basic, with inadequate information systems and networks, out of date personal computers and office software, and unreliable access to the internet. Organisational capabilities, skill levels, lack of funding, management support and process inefficiencies are other factors hampering progress in the adoption of e-government. A step-change to digital government that employs emergent technologies such as artificial intelligence, big data, analytics and cloud computing is currently out of reach. The TOP maturity model provides a framework for assessing e-government readiness in a developing world environment and gives a multi-dimensional perspective on local authority capabilities.",GOV,https://www.semanticscholar.org/paper/109ea7f75b2fa68d1d0847b5bdc51681becff7b4,True
A strategic framework for digital preservation in the context of e-government in Botswana public service,"The purpose of the study was to assess the digital preservation capability maturity readiness in the context of e-government in Botswana Public Service with a view to developing a strategic framework that ensures digital continuity. The study adopted a pragmatic paradigm and case study which were deployed in each of the six selected ministries as a unit of analysis. The target population was 102 respondents from six key purposively sampled ministries. Seventy-nine questionnaires were distributed, of which 55 were completed and returned. Interviews were conducted with 21 staff being senior managers, managers for human resources and administration, heads of divisions for records management units, archives unit, ICT managers and senior records managers. Formal participatory observations of documents were conducted. The study’s findings showed that the Botswana public service has no unified national information systems to manage public sector records, which led to some ministries adopting their own electronic records management systems. Currently, few ministries have implemented the electronic records management system and most digital records are not preserved due to lack of preservation guidelines and strategies. In that regard, the study developed a strategic framework to safeguard digital continuity and make sure that e-government is sustained for the benefit of an open government and increased participatory citizenry.",GOV,https://www.semanticscholar.org/paper/1401dd4555c7bf85f6f7554dcec87dde31c8f6fc,True
